Div,Date,HomeTeam,AwayTeam,HTOa,ATOa,HTAt,ATAt,HTMid,ATMid,HTDef,ATDef,HomeSquad,AwaySquad,HomeAvgAge,AwayAvgAge,HomeMV,AwayMV,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HxG,AxG,HxA,AxA,HxPTS,AxPTS,HPPDA,APPDA,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,PSCH,PSCD,PSCA
I1,2014-08-30,Chievo,Juventus,72,81,73,83,73,80,71,80,40,35,27,27,62.05,329.0,0,1,A,0,1,A,7,21,2,3,13,14,4,11,2.0,1,0,0,0.5,2.37,0.16,1.64,0.23,2.65,9.65,3.83,7.0,4.0,1.5,6.0,3.9,1.55,5.6,3.9,1.55,7.75,4.12,1.54,6.0,4.0,1.55,8.0,4.0,1.53,8.35,3.84,1.56
I1,2014-08-30,Roma,Fiorentina,79,78,78,78,80,78,79,77,43,49,25,25,276.78,216.13,2,0,H,1,0,H,20,10,5,4,15,17,2,0,4.0,4,0,0,2.24,0.38,2.06,0.3,2.68,0.21,8.57,16.5,1.67,3.8,5.0,1.75,3.65,4.5,1.7,3.6,4.7,1.74,3.92,5.32,1.75,3.6,4.75,1.73,3.8,5.4,1.73,3.8,5.56
I1,2014-08-31,Atalanta,Verona,73,72,72,71,73,71,72,70,42,38,26,26,83.48,41.8,0,0,D,0,0,D,11,9,1,3,17,16,6,2,2.0,3,0,0,0.88,0.73,0.83,0.59,1.47,1.16,8.32,11.81,2.05,3.4,3.6,2.1,3.2,3.6,2.1,3.3,3.3,2.11,3.36,3.95,2.15,3.25,3.5,2.1,3.3,3.75,2.07,3.47,3.99
I1,2014-08-31,Cesena,Parma,68,73,69,75,65,70,68,73,37,55,25,25,34.15,65.95,1,0,H,1,0,H,9,12,5,1,10,19,4,7,2.0,1,0,0,1.09,0.44,0.63,0.28,2.01,0.69,25.42,9.22,3.1,3.2,2.35,3.0,3.1,2.4,2.85,3.2,2.4,3.43,3.2,2.4,3.1,3.1,2.4,3.5,3.1,2.4,5.44,3.65,1.76
I1,2014-08-31,Genoa,Napoli,73,78,75,80,70,79,72,75,48,34,25,26,117.33,262.18,1,2,A,1,1,D,11,15,5,5,10,10,7,5,3.0,1,0,0,0.52,1.79,0.44,1.63,0.42,2.39,12.28,9.73,3.9,3.4,1.95,3.5,3.4,2.05,3.3,3.3,2.1,4.0,3.58,2.04,3.6,3.4,2.05,3.4,3.4,2.05,3.92,3.54,2.07
I1,2014-08-31,AC Milan,Lazio,78,77,78,78,78,76,77,76,47,36,25,26,236.13,167.55,3,1,H,1,0,H,7,19,4,4,10,20,0,10,2.0,3,0,0,2.01,2.04,1.14,0.77,1.34,1.39,11.83,6.86,2.0,3.4,3.75,2.0,3.4,3.65,2.0,3.3,3.6,2.05,3.51,4.03,1.91,3.5,4.0,2.05,3.4,4.2,2.13,3.18,4.28
I1,2014-08-31,Palermo,Sampdoria,70,72,68,72,68,72,70,71,40,41,24,25,92.6,132.229999,1,1,D,1,0,H,8,10,1,3,15,18,1,7,1.0,2,0,1,0.92,0.8,0.78,0.68,1.44,1.2,12.79,6.67,2.2,3.25,3.3,2.25,3.2,3.2,2.1,3.3,3.3,2.24,3.29,3.7,2.2,3.2,3.4,2.25,3.2,3.7,2.26,3.29,3.64
I1,2014-08-31,Sassuolo,Cagliari,72,72,73,73,70,71,71,71,41,36,26,24,91.03,74.7,1,1,D,1,1,D,13,10,5,4,22,26,4,4,3.0,2,0,0,1.08,0.85,0.94,0.8,1.52,1.15,13.08,5.16,2.3,3.4,3.0,2.3,3.4,2.95,2.3,3.3,2.9,2.32,3.57,3.24,2.38,3.4,2.9,2.3,3.5,3.25,2.03,3.71,3.89
I1,2014-08-31,Torino,Inter,75,78,78,78,73,76,76,79,45,44,26,24,82.58,260.7,0,0,D,0,0,D,11,14,2,2,9,10,6,10,1.0,1,0,1,1.1,1.31,0.31,1.26,1.17,1.51,13.39,8.87,3.1,3.3,2.3,3.0,3.3,2.3,2.75,3.3,2.4,3.32,3.46,2.33,3.1,3.3,2.3,3.4,3.25,2.38,2.77,3.34,2.78
I1,2014-08-31,Udinese,Empoli,74,68,75,69,72,67,74,67,50,40,23,23,107.18,54.03,2,0,H,0,0,D,15,13,5,2,10,9,3,9,2.0,2,0,0,1.69,0.69,1.28,0.69,2.19,0.58,12.09,15.94,1.8,3.5,4.5,1.83,3.5,4.25,1.8,3.5,4.2,1.83,3.64,5.04,1.83,3.5,4.4,1.85,3.5,5.0,1.77,3.69,5.48
