Div,Date,HomeTeam,AwayTeam,HTOa,ATOa,HTAt,ATAt,HTMid,ATMid,HTDef,ATDef,HomeSquad,AwaySquad,HomeAvgAge,AwayAvgAge,HomeMV,AwayMV,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HxG,AxG,HxA,AxA,HxPTS,AxPTS,HPPDA,APPDA,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,PSCH,PSCD,PSCA
F1,2015-08-07,Lille,Paris Saint Germain,75,83,70,83,75,82,76,82,34,35,25,24,70.8,436.3,0,1,A,0,0,D,12,7,2,2,20,17,3,2,3,2,0,1,0.91,1.33,0.24,1.21,0.93,1.75,7.37,11.9,6.5,3.6,1.57,6.75,3.75,1.65,4.65,3.4,1.75,6.64,3.78,1.65,6.0,3.6,1.62,7.0,3.8,1.62,7.58,3.91,1.58
F1,2015-08-08,Bastia,Rennes,71,75,72,74,69,72,69,74,31,38,25,24,24.25,94.15,2,1,H,0,1,A,11,6,3,3,15,19,6,2,0,1,1,0,0.46,0.8,0.45,0.62,0.88,1.75,8.73,5.88,2.6,3.1,2.8,2.6,2.9,2.9,2.3,3.1,3.1,2.71,3.09,3.0,2.6,2.9,3.0,2.63,3.1,3.1,2.81,2.93,3.1
F1,2015-08-08,Marseille,Caen,76,71,77,71,74,70,76,70,38,30,23,25,129.5,36.8,0,1,A,0,1,A,17,8,4,4,10,10,14,2,1,0,0,0,2.18,0.95,1.6,0.92,2.29,0.52,4.76,18.29,1.57,4.0,6.0,1.55,4.33,6.0,1.55,3.7,6.0,1.56,4.35,6.59,1.57,4.0,5.5,1.55,4.4,6.5,1.57,4.13,7.04
F1,2015-08-08,Montpellier,Angers,73,68,72,68,74,67,72,67,32,34,25,27,44.4,32.35,0,2,A,0,1,A,11,16,4,6,12,15,5,9,3,2,0,0,0.71,1.54,0.66,1.44,0.72,2.03,7.35,15.15,1.83,3.4,4.75,1.75,3.2,5.25,1.8,3.4,4.35,1.81,3.44,5.53,1.75,3.3,5.5,1.8,3.5,5.5,1.84,3.42,5.42
F1,2015-08-08,Nantes,Guingamp,73,72,73,73,71,71,72,72,32,31,24,26,39.3,33.5,1,0,H,0,0,D,9,10,4,4,13,16,6,2,2,2,0,0,0.27,0.41,0.27,0.32,1.06,1.37,7.29,10.13,2.2,3.1,3.6,2.2,3.0,3.5,2.1,3.15,3.45,2.2,3.11,4.01,2.25,3.1,3.4,2.15,3.1,4.2,2.37,3.01,3.76
F1,2015-08-08,Nice,Monaco,73,77,75,78,72,77,72,76,35,39,23,23,70.95,227.4,1,2,A,1,0,H,5,19,2,6,18,18,2,10,2,2,1,0,0.46,2.81,0.36,1.9,0.09,2.86,11.6,5.1,4.0,3.1,2.05,3.9,3.25,2.1,3.1,3.1,2.3,4.14,3.38,2.05,4.0,3.1,2.05,4.3,3.3,2.05,4.36,3.42,1.99
F1,2015-08-08,Troyes,GFC Ajaccio,69,68,69,67,69,68,67,68,37,30,26,25,30.7,18.4,0,0,D,0,0,D,12,6,4,1,11,8,9,3,0,4,0,0,0.39,1.06,0.38,0.27,0.58,2.13,13.58,25.4,2.05,3.2,3.75,2.05,3.25,3.6,2.1,3.15,3.45,2.03,3.26,4.43,2.1,3.1,3.8,1.95,3.2,4.33,2.0,3.42,4.41
F1,2015-08-09,Bordeaux,Reims,75,73,76,71,75,71,74,73,42,35,23,25,90.7,42.95,1,2,A,1,0,H,14,14,4,6,14,12,4,3,2,2,0,0,1.11,1.59,0.51,1.03,0.87,1.8,7.03,11.43,1.67,3.75,5.5,1.7,3.6,5.0,1.7,3.5,4.85,1.69,3.85,5.8,1.73,3.6,5.0,1.7,3.8,5.75,1.72,3.8,5.7
F1,2015-08-09,Lyon,Lorient,78,72,80,72,78,71,77,72,33,35,25,24,166.3,58.05,0,0,D,0,0,D,21,10,6,5,11,12,7,2,1,2,0,0,1.08,0.77,0.47,0.51,1.58,1.08,9.35,36.92,1.57,4.0,6.0,1.57,4.0,6.5,1.5,3.9,6.3,1.57,4.16,6.67,1.6,4.0,5.5,1.57,4.3,6.5,1.55,4.24,7.2
F1,2015-08-09,Toulouse,Saint-Etienne,74,75,75,76,74,73,73,76,32,40,24,25,42.9,97.2,2,1,H,1,1,D,9,11,3,2,10,10,3,4,0,1,1,0,0.48,0.93,0.28,0.92,0.88,1.76,14.57,12.32,3.1,3.1,2.4,2.75,3.1,2.6,2.6,3.2,2.6,3.12,3.12,2.6,3.0,3.1,2.45,3.2,3.2,2.5,2.71,3.18,2.93
F1,2015-08-14,Monaco,Lille,77,75,78,70,77,75,76,76,39,34,23,25,227.4,70.8,0,0,D,0,0,D,9,9,3,2,12,19,4,6,1,5,0,0,1.26,1.13,1.19,0.99,1.47,1.21,5.21,13.68,1.62,3.6,6.5,1.62,3.7,6.5,1.7,3.5,4.85,1.63,3.8,7.0,1.6,3.6,6.0,1.62,3.8,7.0,1.67,3.79,6.37
F1,2015-08-15,Angers,Nantes,68,73,68,73,67,71,67,72,34,32,27,24,32.35,39.3,0,0,D,0,0,D,10,2,3,1,12,17,4,2,3,4,0,0,0.39,0.17,0.31,0.17,1.45,0.95,13.86,12.0,2.5,3.1,3.1,2.6,3.0,2.85,2.3,3.1,3.1,2.55,3.03,3.3,2.6,3.0,2.9,2.5,3.0,3.4,2.58,3.0,3.34
F1,2015-08-15,Caen,Toulouse,71,74,71,75,70,74,70,73,30,32,25,24,36.8,42.9,1,0,H,0,0,D,9,13,3,4,14,14,3,3,1,3,0,1,1.54,1.13,1.5,1.01,1.73,1.01,13.24,9.71,2.2,3.4,3.25,2.35,3.2,3.0,2.3,3.1,3.1,2.32,3.34,3.39,2.4,3.1,3.1,2.3,3.4,3.4,2.42,3.37,3.22
F1,2015-08-15,Guingamp,Lyon,72,78,73,80,71,78,72,77,31,33,26,25,33.5,166.3,0,1,A,0,0,D,11,11,3,3,16,18,9,2,2,2,0,0,1.04,0.74,0.94,0.28,1.6,1.06,12.96,4.21,3.6,3.25,2.15,3.7,3.4,2.2,3.1,3.1,2.3,3.78,3.33,2.17,3.4,3.1,2.25,3.75,3.4,2.2,4.24,3.41,2.04
F1,2015-08-15,Rennes,Montpellier,75,73,74,72,72,74,74,72,38,32,24,25,94.15,44.4,1,0,H,0,0,D,10,4,2,0,11,9,3,4,3,1,0,0,0.72,0.16,0.66,0.14,1.89,0.66,9.48,6.94,2.25,3.1,3.5,2.25,3.2,3.2,2.1,3.15,3.45,2.27,3.17,3.73,2.3,3.0,3.4,2.25,3.13,3.8,2.21,3.14,4.0
F1,2015-08-15,Saint-Etienne,Bordeaux,75,75,76,76,73,75,76,74,40,42,25,23,97.2,90.7,1,1,D,0,0,D,7,17,2,3,17,11,1,8,2,1,0,0,0.47,1.47,0.37,0.94,0.54,2.21,9.0,7.56,1.95,3.4,4.2,2.0,3.3,3.7,1.9,3.3,4.0,2.01,3.3,4.45,2.0,3.2,4.0,2.0,3.3,4.5,2.17,3.27,3.93
F1,2015-08-15,Troyes,Nice,69,73,69,75,69,72,67,72,37,35,26,23,30.7,70.95,3,3,D,1,3,A,11,18,7,6,11,13,11,3,3,3,1,0,1.27,2.23,0.58,1.21,0.66,2.11,15.68,11.32,2.15,3.25,3.6,2.2,3.1,3.4,2.3,3.1,3.1,2.11,3.32,3.94,2.2,3.1,3.5,2.1,3.3,4.0,2.06,3.49,4.05
F1,2015-08-16,Lorient,Bastia,72,71,72,72,71,69,72,69,35,31,24,25,58.05,24.25,1,1,D,0,1,A,12,7,4,2,13,15,4,2,3,2,0,0,1.72,1.36,0.9,1.36,1.69,1.03,6.12,13.41,1.85,3.4,4.75,1.91,3.3,4.1,2.0,3.2,3.75,1.86,3.39,5.18,1.91,3.5,4.0,1.87,3.4,5.0,1.88,3.46,5.04
F1,2015-08-16,Paris Saint Germain,GFC Ajaccio,83,68,83,67,82,68,82,68,35,30,24,25,436.3,18.4,2,0,H,2,0,H,18,8,6,2,8,14,4,1,1,3,0,0,1.58,0.15,1.3,0.11,2.54,0.27,7.8,27.29,1.11,10.0,21.0,1.11,10.0,26.0,1.15,7.0,15.0,1.13,10.0,27.7,1.11,8.0,26.0,1.1,11.0,41.0,1.16,8.73,22.27
F1,2015-08-16,Reims,Marseille,73,76,71,77,71,74,73,76,35,38,25,23,42.95,129.5,1,0,H,1,0,H,15,13,5,4,13,14,8,7,2,2,0,1,0.94,0.4,0.7,0.32,1.85,0.78,11.48,4.81,3.5,3.25,2.2,3.2,3.2,2.25,3.45,3.15,2.1,3.44,3.48,2.24,3.4,3.1,2.25,3.6,3.4,2.2,3.7,3.43,2.18
F1,2015-08-21,Montpellier,Paris Saint Germain,73,83,72,83,74,82,72,82,32,35,25,24,44.4,436.3,0,1,A,0,0,D,10,9,3,5,13,8,2,1,2,1,0,0,0.37,0.76,0.35,0.63,0.88,1.71,18.22,9.57,8.0,4.2,1.45,8.5,4.2,1.5,6.3,3.9,1.5,9.1,4.4,1.46,7.0,4.0,1.5,8.5,4.3,1.45,8.81,4.49,1.46
F1,2015-08-22,GFC Ajaccio,Angers,68,68,67,68,68,67,68,67,30,34,25,27,18.4,32.35,0,2,A,0,2,A,8,9,3,5,12,10,9,3,2,2,0,0,0.38,1.16,0.38,1.08,0.6,2.1,5.05,21.6,2.3,3.0,3.6,2.3,2.9,3.4,2.2,3.1,3.3,2.31,3.04,3.8,2.3,2.9,3.6,2.38,3.0,3.7,2.57,2.98,3.38
F1,2015-08-22,Bastia,Guingamp,71,72,72,73,69,71,69,72,31,31,25,26,24.25,33.5,3,0,H,2,0,H,10,15,5,4,14,13,3,5,2,3,0,0,1.28,1.37,0.77,1.05,1.3,1.42,13.84,7.0,2.3,3.0,3.4,2.4,3.0,3.1,2.2,3.1,3.3,2.44,3.05,3.48,2.4,2.9,3.4,2.45,3.0,3.5,2.36,3.02,3.71
F1,2015-08-22,Lyon,Rennes,78,75,80,74,78,72,77,74,33,38,25,24,166.3,94.15,1,2,A,1,1,D,15,6,4,3,12,13,6,1,1,3,0,0,0.73,0.42,0.53,0.18,1.59,1.0,6.0,15.09,1.57,3.75,7.0,1.57,3.75,6.0,1.6,3.6,5.6,1.62,3.88,6.65,1.62,3.5,6.5,1.6,3.9,7.0,1.63,3.8,6.95
F1,2015-08-22,Nantes,Reims,73,73,73,71,71,71,72,73,32,35,24,25,39.3,42.95,1,0,H,0,0,D,13,2,6,1,12,10,1,2,1,3,0,0,1.91,0.4,1.6,0.01,2.61,0.24,13.74,14.9,2.2,3.1,3.6,2.2,3.0,3.5,2.1,3.15,3.45,2.29,3.12,3.73,2.2,3.0,3.75,2.3,3.1,3.8,2.6,3.01,3.3
F1,2015-08-22,Nice,Caen,73,71,75,71,72,70,72,70,35,30,23,25,70.95,36.8,2,1,H,0,0,D,7,12,4,6,7,16,2,3,1,3,0,0,1.1,0.95,0.9,0.85,1.49,1.18,9.94,13.81,2.2,3.3,3.4,2.3,3.4,3.2,2.3,3.1,3.1,2.28,3.37,3.46,2.3,3.2,3.2,2.3,3.4,3.4,2.3,3.4,3.44
F1,2015-08-22,Toulouse,Monaco,74,77,75,78,74,77,73,76,32,39,24,23,42.9,227.4,1,1,D,1,0,H,13,14,4,3,13,20,4,5,0,4,0,0,2.02,1.43,1.42,0.95,1.86,0.9,8.58,7.52,3.1,3.1,2.5,3.1,3.25,2.55,2.9,3.15,2.4,3.06,3.22,2.58,3.0,3.1,2.5,3.2,3.2,2.5,2.75,3.29,2.84
F1,2015-08-23,Lille,Bordeaux,75,75,70,76,75,75,76,74,34,42,25,23,70.8,90.7,0,0,D,0,0,D,15,12,5,4,11,23,12,10,1,5,0,0,1.76,0.7,1.63,0.46,2.28,0.51,5.62,6.38,2.1,3.2,3.8,2.15,3.1,3.5,2.2,3.1,3.3,2.11,3.28,4.06,2.15,3.0,3.8,2.15,3.25,4.0,2.08,3.29,4.25
F1,2015-08-23,Lorient,Saint-Etienne,72,75,72,76,71,73,72,76,35,40,24,25,58.05,97.2,0,1,A,0,0,D,10,12,2,5,12,24,3,4,0,3,1,0,0.55,2.36,0.38,2.11,0.25,2.63,34.9,4.62,2.63,3.0,3.0,2.65,3.0,2.8,2.6,3.2,2.6,2.67,3.08,3.07,2.62,3.0,2.9,2.75,3.0,3.0,2.47,3.29,3.21
F1,2015-08-23,Marseille,Troyes,76,69,77,69,74,69,76,67,38,37,23,26,129.5,30.7,6,0,H,1,0,H,16,6,7,1,8,9,6,5,1,1,0,0,3.21,0.27,2.45,0.21,2.93,0.04,14.16,14.5,1.62,3.8,6.0,1.67,3.9,6.0,1.55,3.7,6.0,1.65,3.91,6.07,1.67,3.6,5.5,1.65,4.0,6.0,1.65,3.89,6.4
F1,2015-08-28,Guingamp,Marseille,72,76,73,77,71,74,72,76,31,38,26,23,33.5,129.5,2,0,H,0,0,D,12,14,5,6,10,13,4,8,1,5,0,0,1.79,0.91,1.03,0.72,2.1,0.66,13.43,8.56,4.0,3.3,2.0,3.6,3.3,2.05,3.75,3.2,2.0,4.25,3.34,2.06,3.8,3.25,2.05,4.3,3.3,2.05,4.4,3.35,2.02
F1,2015-08-29,Angers,Nice,68,73,68,75,67,72,67,72,34,35,27,23,32.35,70.95,1,1,D,1,0,H,5,11,2,5,14,8,3,6,2,2,0,0,0.3,0.91,0.02,0.81,0.65,2.01,22.05,9.53,2.3,3.1,3.4,2.3,3.1,3.2,2.2,3.1,3.3,2.29,3.18,3.64,2.25,3.0,3.5,2.3,3.13,3.7,2.34,3.32,3.44
F1,2015-08-29,Caen,Lyon,71,78,71,80,70,78,70,77,30,33,25,25,36.8,166.3,0,4,A,0,2,A,14,13,6,5,13,17,8,3,1,0,1,0,0.85,1.09,0.59,0.47,1.12,1.56,16.3,4.21,3.3,3.3,2.25,3.3,3.1,2.25,3.1,3.1,2.3,3.47,3.42,2.25,3.4,3.1,2.25,3.5,3.4,2.25,3.52,3.26,2.32
F1,2015-08-29,Lille,GFC Ajaccio,75,68,70,67,75,68,76,68,34,30,25,25,70.8,18.4,1,0,H,1,0,H,13,12,5,6,13,17,7,4,1,3,0,0,0.76,0.4,0.63,0.32,1.67,0.91,12.4,8.85,1.4,4.0,10.0,1.5,4.0,6.5,1.5,3.9,6.3,1.48,4.11,9.5,1.44,3.8,9.0,1.45,4.2,10.5,1.64,3.59,7.63
F1,2015-08-29,Reims,Lorient,73,72,71,72,71,71,73,72,35,35,25,24,42.95,58.05,4,1,H,1,0,H,14,13,10,4,12,8,5,5,3,1,0,0,2.42,0.42,1.43,0.27,2.7,0.2,13.36,11.27,2.25,3.1,3.5,2.25,3.2,3.2,2.2,3.1,3.3,2.32,3.28,3.47,2.3,3.0,3.4,2.3,3.3,3.5,2.31,3.23,3.6
F1,2015-08-29,Rennes,Toulouse,75,74,74,75,72,74,74,73,38,32,24,24,94.15,42.9,3,1,H,1,1,D,13,8,5,3,12,9,7,3,2,3,0,0,1.91,1.41,0.81,1.06,1.78,0.92,9.0,6.14,2.15,3.25,3.6,2.2,3.25,3.2,2.1,3.15,3.45,2.23,3.25,3.72,2.2,3.0,3.6,2.25,3.2,3.75,2.29,3.29,3.55
