Div,Date,HomeTeam,AwayTeam,HTOa,ATOa,HTAt,ATAt,HTMid,ATMid,HTDef,ATDef,HomeSquad,AwaySquad,HomeAvgAge,AwayAvgAge,HomeMV,AwayMV,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HxG,AxG,HxA,AxA,HxPTS,AxPTS,HPPDA,APPDA,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,PSCH,PSCD,PSCA
F1,2018-08-10,Marseille,Toulouse,79,74,78,71,80,74,77,72,33,40,26,24,258.35,113.25,4,0,H,1,0,H,23,5,10,1,7,20,5,1,1,3,0,0,3.46,0.23,1.9,0.11,2.95,0.03,6.39,10.68,1.4,4.5,8.0,1.4,4.5,8.75,1.45,4.0,7.0,1.47,4.62,7.79,1.4,4.4,8.0,1.4,4.8,8.5,1.48,4.53,7.7
F1,2018-08-11,Angers,Nimes,73,69,72,70,74,70,74,68,38,31,26,25,79.7,88.15,3,4,A,1,1,D,21,14,7,5,20,12,5,1,2,2,0,1,2.62,1.21,1.46,1.08,2.29,0.54,5.69,11.13,2.3,3.2,3.3,2.3,3.1,3.4,2.2,3.2,3.2,2.3,3.38,3.4,2.25,3.3,3.2,2.3,3.2,3.4,2.36,3.15,3.51
F1,2018-08-11,Lille,Rennes,74,75,75,74,74,75,75,74,32,41,23,23,267.55,168.45,3,1,H,1,1,D,15,8,6,2,12,13,2,6,1,0,0,0,1.88,0.45,1.79,0.38,2.46,0.35,11.38,10.81,2.5,3.1,3.1,2.55,3.1,2.95,2.4,3.15,2.9,2.56,3.35,2.97,2.45,3.25,2.88,2.55,3.2,3.0,2.81,3.31,2.72
F1,2018-08-11,Montpellier,Dijon,74,73,76,73,73,74,73,72,32,32,25,25,109.85,65.8,1,2,A,1,0,H,16,9,7,4,15,21,4,2,2,2,0,0,1.34,1.95,1.11,0.48,0.86,1.89,9.88,9.88,1.72,3.5,5.5,1.7,3.6,5.5,1.75,3.4,4.65,1.74,3.79,5.34,1.67,3.5,5.0,1.67,3.7,5.75,1.74,3.68,5.6
F1,2018-08-11,Nantes,Monaco,74,78,74,82,71,78,74,77,40,57,24,23,119.5,385.83,1,3,A,0,0,D,16,11,4,6,8,15,7,2,1,0,0,0,1.22,2.84,1.06,2.08,0.35,2.51,5.23,10.2,3.2,3.25,2.3,3.1,3.25,2.4,3.1,3.1,2.3,3.27,3.4,2.35,3.1,3.3,2.3,3.2,3.3,2.38,2.59,3.29,2.98
F1,2018-08-11,Nice,Reims,76,70,76,69,75,70,76,71,38,37,22,24,183.2,86.95,0,1,A,0,1,A,19,5,1,3,13,14,10,2,1,2,0,0,1.03,0.27,0.5,0.27,2.05,0.61,4.09,30.58,1.85,3.5,4.5,1.83,3.5,4.5,1.85,3.4,4.1,1.94,3.52,4.41,1.85,3.6,4.0,1.87,3.5,4.5,1.92,3.26,5.07
F1,2018-08-11,Saint-Etienne,Guingamp,75,74,74,74,75,74,76,74,42,37,24,25,131.25,70.65,2,1,H,1,0,H,11,11,6,5,14,11,6,9,3,1,0,0,0.93,1.37,0.92,0.6,0.94,1.76,13.2,11.94,1.8,3.5,4.75,1.85,3.4,4.6,1.8,3.4,4.35,1.84,3.65,4.81,1.8,3.6,4.4,1.83,3.6,4.6,1.84,3.53,5.03
F1,2018-08-12,Bordeaux,Strasbourg,74,72,75,70,74,73,74,72,43,33,23,25,179.0,98.0,0,2,A,0,0,D,5,17,2,6,6,12,3,10,1,0,1,0,0.09,1.33,0.07,1.17,0.22,2.6,14.61,8.8,1.7,3.6,5.0,1.7,3.8,5.0,1.75,3.4,4.65,1.8,3.65,5.11,1.8,3.5,4.6,1.75,3.6,5.0,1.99,3.34,4.47
F1,2018-08-12,Lyon,Amiens,79,72,80,74,80,70,78,73,34,36,23,25,467.95,70.5,2,0,H,1,0,H,15,10,7,1,9,17,10,1,0,2,0,0,1.31,0.29,1.02,0.22,2.25,0.48,6.13,15.61,1.2,7.0,13.0,1.22,6.75,12.0,1.25,5.5,10.0,1.24,6.79,14.34,1.2,6.5,13.0,1.22,6.5,15.0,1.25,6.68,13.47
F1,2018-08-12,Paris Saint Germain,Caen,84,72,88,73,83,72,83,73,39,39,24,24,1010.0,67.55,3,0,H,2,0,H,11,5,8,1,13,7,6,3,1,0,0,0,3.35,0.19,2.06,0.11,2.98,0.01,10.44,45.45,1.08,12.0,23.0,1.11,9.75,23.0,1.12,8.5,16.0,1.12,10.47,23.99,1.07,10.0,29.0,1.07,11.5,41.0,1.12,10.47,23.99
F1,2018-08-17,Reims,Lyon,70,79,69,80,70,80,71,78,37,34,24,23,86.95,467.95,1,0,H,1,0,H,7,19,2,5,11,10,0,4,2,0,0,0,0.68,0.98,0.62,0.74,1.09,1.56,15.9,10.7,4.75,4.0,1.7,5.0,3.8,1.7,4.9,3.8,1.7,5.06,4.2,1.69,5.0,3.8,1.67,5.2,4.0,1.67,5.26,4.08,1.69
F1,2018-08-18,Amiens,Montpellier,72,74,74,76,70,73,73,73,36,32,25,25,70.5,109.85,1,2,A,0,0,D,11,7,2,3,15,15,6,2,1,3,0,0,1.11,0.31,0.19,0.23,2.25,0.47,7.71,16.56,3.2,3.0,2.5,3.1,2.95,2.55,2.85,3.1,2.6,3.19,3.15,2.52,3.1,3.1,2.4,3.3,3.0,2.5,3.27,3.17,2.47
