Div,Date,HomeTeam,AwayTeam,HTOa,ATOa,HTAt,ATAt,HTMid,ATMid,HTDef,ATDef,HomeSquad,AwaySquad,HomeAvgAge,AwayAvgAge,HomeMV,AwayMV,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HxG,AxG,HxA,AxA,HxPTS,AxPTS,HPPDA,APPDA,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,PSCH,PSCD,PSCA
D1,2019-08-16,Bayern Munich,Hertha Berlin,85,77,85,77,85,76,84,76,38,42,23,24,777.33,217.2,2,2,D,1,2,A,17,6,7,3,6,17,12,0,3,3,0,0,2.48,1.18,1.62,1.02,2.36,0.45,10.5,16.22,1.14,8.0,15.0,1.18,7.0,16.0,1.25,6.1,11.0,1.19,7.73,15.3,1.18,7.5,15.0,1.18,8.0,15.0,1.18,8.49,17.38
D1,2019-08-17,Borussia Dortmund,Augsburg,83,75,82,76,83,74,83,73,37,37,24,25,654.05,112.95,5,1,H,1,1,D,23,5,10,1,8,6,10,0,0,0,0,0,3.26,0.9,2.43,0.89,2.74,0.17,5.91,22.67,1.2,7.0,13.0,1.22,6.5,12.5,1.25,6.1,11.0,1.23,6.76,13.52,1.2,6.5,15.0,1.22,6.5,15.0,1.16,8.37,20.11
D1,2019-08-17,Freiburg,Mainz 05,74,75,77,74,72,74,75,75,30,35,25,23,122.65,121.58,3,0,H,0,0,D,19,19,8,5,6,15,5,5,1,3,0,0,1.88,0.78,1.01,0.68,2.26,0.53,20.2,10.39,2.25,3.25,3.4,2.2,3.3,3.4,2.15,3.4,3.35,2.23,3.45,3.44,2.2,3.3,3.4,2.2,3.4,3.4,2.74,3.3,2.77
D1,2019-08-17,Bayer Leverkusen,Paderborn,80,70,81,71,80,69,79,70,29,32,25,25,398.95,28.9,3,2,H,2,2,D,13,11,4,6,8,9,6,6,2,0,0,0,2.48,1.2,2.45,0.28,2.39,0.41,3.84,17.38,1.25,6.0,12.0,1.3,5.5,10.0,1.27,5.8,10.5,1.29,6.07,10.57,1.27,5.8,11.0,1.29,6.0,10.5,1.27,6.69,10.45
D1,2019-08-17,Werder Bremen,Fortuna Duesseldorf,77,73,75,74,78,73,77,73,36,37,26,26,135.13,71.78,1,3,A,0,1,A,23,12,10,7,8,13,14,5,0,2,0,0,2.01,1.02,1.29,0.92,2.1,0.67,11.87,21.0,1.75,3.75,4.75,1.75,4.0,4.4,1.7,4.0,4.7,1.75,4.05,4.68,1.73,3.9,4.75,1.75,4.0,4.6,1.7,4.15,4.9
D1,2019-08-17,Wolfsburg,FC Cologne,78,76,77,77,77,75,78,75,38,35,24,25,207.6,98.48,2,1,H,1,0,H,14,11,5,2,14,18,2,6,1,3,0,0,0.98,0.66,0.7,0.23,1.62,1.03,8.56,7.1,1.95,3.5,4.0,1.91,3.6,4.0,1.9,3.8,3.85,1.91,3.96,3.98,1.88,3.8,3.9,1.9,3.9,3.9,2.17,3.52,3.51
D1,2019-08-17,Borussia M.Gladbach,Schalke 04,78,77,78,77,76,76,78,78,34,33,25,24,254.7,221.58,0,0,D,0,0,D,16,8,4,1,8,10,8,3,3,2,0,0,1.43,0.76,1.15,0.71,1.94,0.79,5.76,15.29,2.0,3.5,3.75,2.1,3.5,3.5,2.05,3.45,3.65,2.09,3.51,3.76,2.05,3.4,3.7,2.1,3.5,3.6,2.31,3.41,3.37
D1,2019-08-18,Eintracht Frankfurt,Hoffenheim,77,78,76,79,78,78,78,77,35,37,26,26,208.98,226.05,1,0,H,1,0,H,17,10,8,1,16,9,10,5,3,1,0,0,1.82,0.63,1.26,0.53,2.33,0.47,11.45,6.44,2.25,3.6,3.0,2.35,3.5,2.95,2.3,3.75,2.9,2.33,3.72,3.01,2.3,3.6,3.0,2.3,3.7,2.9,2.13,3.81,3.36
D1,2019-08-18,Union Berlin,RB Leipzig,72,79,71,82,72,79,73,78,34,38,26,23,41.2,570.48,0,4,A,0,3,A,13,14,2,8,14,5,3,6,1,0,0,0,0.78,3.93,0.55,3.55,0.08,2.89,15.77,8.23,5.0,3.8,1.7,4.4,4.1,1.72,4.65,4.0,1.7,4.77,4.21,1.71,4.75,4.0,1.7,4.6,4.1,1.73,4.54,4.02,1.78
D1,2019-08-23,FC Cologne,Borussia Dortmund,76,83,77,82,75,83,75,83,35,37,25,24,98.48,654.05,1,3,A,1,0,H,13,14,1,6,11,10,7,8,2,1,0,0,0.94,2.08,0.72,2.03,0.52,2.27,16.63,4.57,6.5,4.75,1.44,6.5,4.75,1.42,6.5,4.3,1.5,6.44,4.79,1.5,6.0,4.6,1.5,6.25,4.8,1.5,6.21,4.57,1.55
D1,2019-08-24,Augsburg,Union Berlin,75,72,76,71,74,72,73,73,37,34,25,26,112.95,41.2,1,1,D,0,0,D,12,13,4,1,16,19,3,4,3,1,0,1,1.38,0.89,1.29,0.77,1.78,0.91,6.11,6.93,2.2,3.4,3.3,2.2,3.3,3.2,2.2,3.4,3.25,2.31,3.34,3.37,2.25,3.3,3.3,2.25,3.4,3.3,2.5,3.35,3.02
D1,2019-08-24,Fortuna Duesseldorf,Bayer Leverkusen,73,80,74,81,73,80,73,79,37,29,26,25,71.78,398.95,1,3,A,0,3,A,11,11,6,7,14,10,1,5,3,2,0,0,1.12,1.82,0.65,1.62,0.83,1.92,18.76,5.14,4.75,4.0,1.7,4.25,4.0,1.72,4.35,4.25,1.7,4.45,4.32,1.74,4.33,4.2,1.73,4.3,4.4,1.73,4.8,4.59,1.65
D1,2019-08-24,Hoffenheim,Werder Bremen,78,77,79,75,78,78,77,77,37,36,26,26,226.05,135.13,3,2,H,0,1,A,10,18,3,6,13,15,3,6,2,5,0,1,1.05,0.84,1.05,0.72,1.54,1.13,10.5,16.53,1.85,3.6,4.2,1.85,3.75,3.75,1.87,4.0,3.75,1.9,4.09,3.88,1.85,3.9,3.9,1.9,4.0,3.9,2.15,3.65,3.43
D1,2019-08-24,Mainz 05,Borussia M.Gladbach,75,78,74,78,74,76,75,78,35,34,23,25,121.58,254.7,1,3,A,1,1,D,21,15,4,6,12,14,3,5,2,2,0,0,1.81,2.09,1.53,1.39,1.17,1.6,8.17,10.72,2.9,3.4,2.4,2.85,3.4,2.35,2.85,3.45,2.45,2.85,3.48,2.56,2.8,3.4,2.5,2.8,3.4,2.55,2.67,3.56,2.67
